timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1768040089224,42,1. GET Login Page,200,OK,Thread Group 1-22,text,true,,3772,140,1,1,http://localhost:8080/web/index.php/auth/login,42,0,2
1768040089267,63,2. POST Login,200,OK,Thread Group 1-22,text,true,,4528,532,1,1,http://localhost:8080/web/index.php/auth/login,29,0,1
1768040089267,29,2. POST Login-0,302,Found,Thread Group 1-22,text,true,,698,345,1,1,http://localhost:8080/web/index.php/auth/validate,29,0,1
1768040089296,34,2. POST Login-1,200,OK,Thread Group 1-22,text,true,,3830,187,1,1,http://localhost:8080/web/index.php/auth/login,34,0,1
1768040089331,63,3. View My Leave,200,OK,Thread Group 1-22,text,true,,4383,385,1,1,http://localhost:8080/web/index.php/auth/login,29,0,1
1768040089331,29,3. View My Leave-0,302,Found,Thread Group 1-22,text,true,,698,198,1,1,http://localhost:8080/web/index.php/leave/viewMyLeaveList,29,0,1
1768040089360,34,3. View My Leave-1,200,OK,Thread Group 1-22,text,true,,3685,187,1,1,http://localhost:8080/web/index.php/auth/login,34,0,1
1768040089422,35,1. GET Login Page,200,OK,Thread Group 1-23,text,true,,3770,140,1,1,http://localhost:8080/web/index.php/auth/login,35,0,1
1768040089459,65,2. POST Login,200,OK,Thread Group 1-23,text,true,,4524,532,1,1,http://localhost:8080/web/index.php/auth/login,30,0,0
1768040089459,30,2. POST Login-0,302,Found,Thread Group 1-23,text,true,,698,345,1,1,http://localhost:8080/web/index.php/auth/validate,30,0,0
1768040089490,34,2. POST Login-1,200,OK,Thread Group 1-23,text,true,,3826,187,1,1,http://localhost:8080/web/index.php/auth/login,34,0,0
1768040089525,62,3. View My Leave,200,OK,Thread Group 1-23,text,true,,4387,385,1,1,http://localhost:8080/web/index.php/auth/login,28,0,0
1768040089525,28,3. View My Leave-0,302,Found,Thread Group 1-23,text,true,,698,198,1,1,http://localhost:8080/web/index.php/leave/viewMyLeaveList,28,0,0
1768040089553,34,3. View My Leave-1,200,OK,Thread Group 1-23,text,true,,3689,187,1,1,http://localhost:8080/web/index.php/auth/login,33,0,1
1768040089625,60,1. GET Login Page,200,OK,Thread Group 1-24,text,true,,3782,140,1,1,http://localhost:8080/web/index.php/auth/login,60,0,2
1768040089687,63,2. POST Login,200,OK,Thread Group 1-24,text,true,,4519,534,1,1,http://localhost:8080/web/index.php/auth/login,29,0,0
1768040089687,29,2. POST Login-0,302,Found,Thread Group 1-24,text,true,,698,347,1,1,http://localhost:8080/web/index.php/auth/validate,29,0,0
1768040089716,34,2. POST Login-1,200,OK,Thread Group 1-24,text,true,,3821,187,1,1,http://localhost:8080/web/index.php/auth/login,34,0,1
1768040089751,61,3. View My Leave,200,OK,Thread Group 1-24,text,true,,4374,385,1,1,http://localhost:8080/web/index.php/auth/login,27,0,0
1768040089751,27,3. View My Leave-0,302,Found,Thread Group 1-24,text,true,,698,198,1,1,http://localhost:8080/web/index.php/leave/viewMyLeaveList,27,0,0
1768040089778,34,3. View My Leave-1,200,OK,Thread Group 1-24,text,true,,3676,187,1,1,http://localhost:8080/web/index.php/auth/login,34,0,1
1768040089823,37,1. GET Login Page,200,OK,Thread Group 1-25,text,true,,3780,140,1,1,http://localhost:8080/web/index.php/auth/login,37,0,1
1768040089861,64,2. POST Login,200,OK,Thread Group 1-25,text,true,,4507,532,1,1,http://localhost:8080/web/index.php/auth/login,29,0,1
1768040089861,29,2. POST Login-0,302,Found,Thread Group 1-25,text,true,,698,345,1,1,http://localhost:8080/web/index.php/auth/validate,29,0,1
1768040089890,35,2. POST Login-1,200,OK,Thread Group 1-25,text,true,,3809,187,1,1,http://localhost:8080/web/index.php/auth/login,34,0,1
1768040089925,64,3. View My Leave,200,OK,Thread Group 1-25,text,true,,4400,385,1,1,http://localhost:8080/web/index.php/auth/login,28,0,1
1768040089925,28,3. View My Leave-0,302,Found,Thread Group 1-25,text,true,,698,198,1,1,http://localhost:8080/web/index.php/leave/viewMyLeaveList,28,0,1
1768040089953,36,3. View My Leave-1,200,OK,Thread Group 1-25,text,true,,3702,187,1,1,http://localhost:8080/web/index.php/auth/login,35,0,1
1768040090022,34,1. GET Login Page,200,OK,Thread Group 1-26,text,true,,3760,140,1,1,http://localhost:8080/web/index.php/auth/login,34,0,0
1768040090057,61,2. POST Login,200,OK,Thread Group 1-26,text,true,,4523,534,1,1,http://localhost:8080/web/index.php/auth/login,28,0,1
1768040090057,28,2. POST Login-0,302,Found,Thread Group 1-26,text,true,,698,347,1,1,http://localhost:8080/web/index.php/auth/validate,28,0,1
1768040090085,33,2. POST Login-1,200,OK,Thread Group 1-26,text,true,,3825,187,1,1,http://localhost:8080/web/index.php/auth/login,33,0,1
1768040090119,62,3. View My Leave,200,OK,Thread Group 1-26,text,true,,4378,385,1,1,http://localhost:8080/web/index.php/auth/login,27,0,1
1768040090119,27,3. View My Leave-0,302,Found,Thread Group 1-26,text,true,,698,198,1,1,http://localhost:8080/web/index.php/leave/viewMyLeaveList,27,0,1
1768040090147,34,3. View My Leave-1,200,OK,Thread Group 1-26,text,true,,3680,187,1,1,http://localhost:8080/web/index.php/auth/login,34,0,0
1768040090224,35,1. GET Login Page,200,OK,Thread Group 1-27,text,true,,3766,140,1,1,http://localhost:8080/web/index.php/auth/login,35,0,1
1768040090260,62,2. POST Login,200,OK,Thread Group 1-27,text,true,,4531,534,1,1,http://localhost:8080/web/index.php/auth/login,28,0,1
